text,emotion,field
I'm curious to see what happens if we change the parameters in CAD modeling.,Curious,Engineering
Why does geometric proofs behave this way? It seems very counterintuitive.,Confused,Mathematics
I've spent the whole weekend on eigenvalues and eigenvectors and made absolutely zero progress.,Frustrated,Mathematics
Implementing mitosis and meiosis was straightforward. I knew exactly what to do.,Confident,Biology
Learning about corporate finance feels like watching paint dry. Zero excitement.,Bored,Business
I am tired of getting stuck on basic syntax errors in social influence.,Frustrated,Psychology
Are there any advanced applications of wave-particle duality in modern industry?,Curious,Physics
I have followed every step of the gradient descent tutorial and it still crashes.,Frustrated,Computer Science
I'm making great progress in quantum entanglement. It's all clicking so fast.,Confident,Physics
I don't see the relevance of colonialism to real life. It is just empty theory.,Bored,History
Another lecture on geometric proofs? I'd rather do anything else right now.,Bored,Mathematics
I'm interested in working on a research project related to organizational behavior.,Curious,Business
How does symbolism scale to real-world datasets? I'd love to know more.,Curious,Literature
Why do we need to memorize these mental health disorders formulas? It feels so pointless.,Bored,Psychology
I don't get the relationship between these variables in circuit simulation.,Confused,Engineering
I've mastered the core concepts of ancient civilizations. Bring on the advanced stuff!,Confident,History
Are there any advanced applications of behavior modification in modern industry?,Curious,Psychology
I'm completely lost on gravitational fields. Can someone explain it in simple terms?,Confused,Physics
I've spent the whole weekend on DNA replication and made absolutely zero progress.,Frustrated,Biology
This compiler error in backpropagation is driving me crazy! It makes no sense.,Frustrated,Computer Science
Why does stoichiometric calculations behave this way? It seems very counterintuitive.,Confused,Chemistry
Another lecture on vector spaces? I'd rather do anything else right now.,Bored,Mathematics
I don't understand the difference between these two algorithms in post-colonial literature.,Confused,Literature
Can we apply digital logic gates concepts to solve this other problem?,Curious,Engineering
I solved the entire historical contexts worksheet without looking at any hints.,Confident,Literature
The lecture on colonialism went way too fast. I have no idea what's going on.,Confused,History
I've been listening to this talk on cellular respiration for an hour and nothing is happening.,Bored,Biology
I'm interested in working on a research project related to photosynthesis pathways.,Curious,Biology
This compiler error in rhetorical devices is driving me crazy! It makes no sense.,Frustrated,Literature
This assignment on memory allocation was simple. I finished it in ten minutes.,Confident,Computer Science
I solved the entire circuit simulation worksheet without looking at any hints.,Confident,Engineering
I am so frustrated with stoichiometric calculations. Nothing is working the way it should.,Frustrated,Chemistry
I find electromagnetic induction incredibly tedious. It is just rote repetition.,Bored,Physics
I'm curious to see what happens if we change the parameters in signal processing.,Curious,Engineering
How do researchers solve the open problems in immune response?,Curious,Biology
I solved the entire DNA replication worksheet without looking at any hints.,Confident,Biology
The test on limits and continuity was a breeze. I got a perfect score!,Confident,Mathematics
Learning about mental health disorders feels like watching paint dry. Zero excitement.,Bored,Psychology
I feel confident about my grasp of recursion ahead of the midterm.,Confident,Computer Science
This lecture on heat transfer equations was fascinating! Where can I read more about it?,Curious,Engineering
This lecture on colonialism was fascinating! Where can I read more about it?,Curious,History
How do researchers solve the open problems in behavior modification?,Curious,Psychology
Can we apply microeconomic models concepts to solve this other problem?,Curious,Business
I feel confident about my grasp of angular momentum ahead of the midterm.,Confident,Physics
This organizational behavior assignment is a nightmare. It is way too hard.,Frustrated,Business
"My solution for the defense mechanisms problem is clean, efficient, and working perfectly.",Confident,Psychology
Can someone explain how stoichiometric calculations works? I am totally confused.,Confused,Chemistry
I fully understand molecular orbitals now and completed all the exercises easily!,Confident,Chemistry
This lecture on geometric proofs was fascinating! Where can I read more about it?,Curious,Mathematics
